name,actions,inputRequired,traits/0,traits/1,traits/2,traits/3,traits/4,traits/5,traits/6,requirements,trigger,toggle,hideChoices,charges,cost,frequency,cooldown,cooldownAfterEnd,maxDuration,durationDependsOnTarget,target,cannotTargetCaster,showonSkill,desc,specialdesc,critsuccess,success,failure,critfailure,targetNumbers/0/number,gainConditions/0/activationPrerequisite,gainConditions/0/addValue,gainConditions/0/choice,gainConditions/0/choiceBySubType,gainConditions/0/choiceLocked,gainConditions/0/duration,gainConditions/0/hideChoices,gainConditions/0/name,gainConditions/0/source,gainConditions/0/targetFilter,gainConditions/0/value,gainConditions/1/activationPrerequisite,gainConditions/1/choice,gainConditions/1/choiceLocked,gainConditions/1/choiceBySubType,gainConditions/1/copyChoiceFrom,gainConditions/1/duration,gainConditions/1/name,gainConditions/1/source,gainConditions/1/targetFilter,gainConditions/1/value,gainConditions/2/activationPrerequisite,gainConditions/2/choice,gainConditions/2/choiceLocked,gainConditions/2/duration,gainConditions/2/name,gainConditions/2/source,gainConditions/2/targetFilter,onceEffects/0/affected,onceEffects/0/value,castSpells/0/_className,castSpells/0/level,castSpells/0/name,castSpells/1/_className,castSpells/1/level,castSpells/1/name,showActivities/0,showSpells/0/level,showSpells/0/name,heightenedDescs/0/level,heightenedDescs/0/descs/0/value,heightenedDescs/0/descs/0/variable,heightenedDescs/0/descs/1/value,heightenedDescs/0/descs/1/variable,heightenedDescs/1/level,heightenedDescs/1/descs/0/value,heightenedDescs/1/descs/0/variable,heightenedDescs/1/descs/1/value,heightenedDescs/1/descs/1/variable,heightenedDescs/2/level,heightenedDescs/2/descs/0/value,heightenedDescs/2/descs/0/variable,heightenedDescs/2/descs/1/value,heightenedDescs/2/descs/1/variable,heightenedDescs/3/level,heightenedDescs/3/descs/0/value,heightenedDescs/3/descs/0/variable,heightenedDescs/3/descs/1/value,heightenedDescs/3/descs/1/variable,heightenedDescs/4/level,heightenedDescs/4/descs/0/value,heightenedDescs/4/descs/0/variable,heightenedDescs/4/descs/1/value,heightenedDescs/4/descs/1/variable,heightenedDescs/5/level,heightenedDescs/5/descs/0/value,heightenedDescs/5/descs/0/variable,heightenedDescs/5/descs/1/value,heightenedDescs/5/descs/1/variable,heightenedDescs/6/level,heightenedDescs/6/descs/0/value,heightenedDescs/6/descs/0/variable,heightenedDescs/6/descs/1/value,heightenedDescs/6/descs/1/variable,heightenedDescs/7/level,heightenedDescs/7/descs/0/value,heightenedDescs/7/descs/0/variable,heightenedDescs/7/descs/1/value,heightenedDescs/7/descs/1/variable,heightenedDescs/8/level,heightenedDescs/8/descs/0/value,heightenedDescs/8/descs/0/variable,heightenedDescs/8/descs/1/value,heightenedDescs/8/descs/1/variable,heightenedDescs/9/level,heightenedDescs/9/descs/0/value,heightenedDescs/9/descs/0/variable,heightenedDescs/9/descs/1/value,heightenedDescs/9/descs/1/variable,heightenedDescs/10/level,heightenedDescs/10/Descs/10/value,heightenedDescs/10/Descs/10/variable,heightenedDescs/10/Descs/1/value,heightenedDescs/10/Descs/1/variable,heightenedDescs/11/level,heightenedDescs/11/Descs/10/value,heightenedDescs/11/Descs/10/variable,heightenedDescs/11/Descs/1/value,heightenedDescs/11/Descs/1/variable,heightenedDescs/12/level,heightenedDescs/12/Descs/10/value,heightenedDescs/12/Descs/10/variable,heightenedDescs/12/Descs/1/value,heightenedDescs/12/Descs/1/variable,heightenedDescs/13/level,heightenedDescs/13/Descs/10/value,heightenedDescs/13/Descs/10/variable,heightenedDescs/13/Descs/1/value,heightenedDescs/13/Descs/1/variable,heightenedDescs/14/level,heightenedDescs/14/Descs/10/value,heightenedDescs/14/Descs/10/variable,heightenedDescs/14/Descs/1/value,heightenedDescs/14/Descs/1/variable
Everstand Stance,1A,,Uncommon,Champion,Fighter,Stance,,,,You are wielding a shield.,,TRUE,,,,,,,,,self,,,"You brace your shield with both hands, enhancing its potential for both offense and defense. When in this stance, you wield the shield with both hands. When wielding a shield this way, increase the weapon damage die of the shield's boss or spikes by one step, and increase the shield's Hardness by 2 when using the Shield Block reaction.",,,,,,,,,,,,-1,,Everstand Stance,Everstand Stance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exacting Strike,1A,,Fighter,Press,,,,,,,,,,,,,,,,,other,,,"You make a controlled attack, fully accounting for your momentum. Make a Strike. The Strike gains the following failure effect.",,,,This attack does not count toward your multiple attack penalty.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point-Blank Shot,1A,,Fighter,Open,Stance,,,,,You are wielding a ranged weapon.,,TRUE,,,,,,,,,self,,,"You take aim to pick off nearby enemies quickly. When using a ranged volley weapon while you are in this stance, you don't take the penalty to your attack rolls from the volley trait. When using a ranged weapon that doesn't have the volley trait, you gain a +2 circumstance bonus to damage rolls on attacks against targets within the weapon's first range increment.",,,,,,,,,,,,-1,,Point-Blank Shot,Point-Blank Shot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power Attack,2A,,Fighter,Flourish,,,,,,,,,,,,,,,,,other,,,"You unleash a particularly powerful attack that clobbers your foe but leaves you a bit unsteady. Make a melee Strike. This counts as two attacks when calculating your multiple attack penalty. If this Strike hits, you deal an extra die of weapon damage. If you're at least 10th level, increase this to two extra dice, and if you're at least 18th level, increase it to three extra dice.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reactive Shield,Reaction,,Fighter,,,,,,,You are wielding a shield.,An enemy hits you with a melee Strike.,,,,,,,,,,self,,,"You can snap your shield into place just as you would take a blow, avoiding the hit at the last second. You immediately use the Raise a Shield action and gain your shield's bonus to AC. The circumstance bonus from the shield applies to your AC when you're determining the outcome of the triggering attack.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raise Shield,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snagging Strike,1A,,Fighter,,,,,,,"You have one hand free, and your target is within reach of that hand.",,,,,,,,,,,other,,,"You combine an attack with quick grappling moves to throw an enemy off balance as long as it stays in your reach. Make a Strike while keeping one hand free. If this Strike hits, the target is flat-footed until the start of your next turn or until it's no longer within the reach of your hand, whichever comes first.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudden Charge,2A,,Barbarian,Fighter,Flourish,Open,,,,,,,,,,,,,,,other,,,"With a quick sprint, you dash up to your foe and swing. Stride twice. If you end your movement within melee reach of at least one enemy, you can make a melee Strike against that enemy. You can use Sudden Charge while Burrowing, Climbing, Flying, or Swimming instead of Striding if you have the corresponding movement type.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aggressive Block,Free,,Fighter,,,,,,,,"You use the Shield Block reaction, and the opponent that triggered Shield Block is adjacent to you and is your size or smaller.",,,,,,,,,,other,,,"You push back as you block the attack, knocking your foe away or off balance. You use your shield to push the triggering creature, either automatically Shoving it 5 feet or causing it to become flat-footed until the start of your next turn. The triggering creature chooses whether to be moved or become flat-footed. If it chooses to be moved, you choose the direction. If the Shove would cause it to hit a solid object, enter a square of difficult terrain, or enter another creature's space, it must become flat-footed instead of being moved.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assisting Shot,1A,,Fighter,Press,,,,,,You are wielding a ranged weapon.,,,,,,,,,,,ally,TRUE,,"With a quick shot, you interfere with a foe in combat. Make a Strike with a ranged weapon. If the Strike hits, the next creature other than you to attack the same target before the start of your next turn gains a +1 circumstance bonus to their roll, or a +2 circumstance bonus if your Strike was a critical hit.",,,,,,-1,,,,,,10,,Assisting Shot (Originator),Assisting Shot,caster,,,,,,Assisting Shot (Originator),10,Assisting Shot,Assisting Shot,target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brutish Shove,1A,,Fighter,Press,,,,,,You are wielding a two-handed melee weapon.,,,,,,,,,,,other,,,"Throwing your weight behind your attack, you hit your opponent hard enough to make it stumble back. Make a Strike with a two-handed melee weapon. If you hit a target that is your size or smaller, that creature is flat-footed until the end of your current turn, and you can automatically Shove it, with the same benefits as the Shove action (including the critical success effect, if your Strike was a critical hit). If you move to follow the target, your movement doesn't trigger reactions.

This Strike has the following failure effect.",,,,The target becomes flat-footed until the end of your current turn.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combat Grab,1A,,Fighter,Press,,,,,,"You have one hand free, and your target is within reach of that hand.",,,,,,,,,,,other,,,"You swipe at your opponent and grab at them. Make a melee Strike while keeping one hand free. If the Strike hits, you grab the target using your free hand. The creature remains grabbed until the end of your next turn or until it Escapes, whichever comes first.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dueling Parry,1A,,Fighter,,,,,,,You are wielding only a single one-handed melee weapon and have your other hand or hands free.,,,,,,,,,,,self,,,You can parry attacks against you with your one-handed weapon. You gain a +2 circumstance bonus to AC until the start of your next turn as long as you continue to meet the requirements.,,,,,,,,,,,,10,,Dueling Parry,Dueling Parry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intimidating Strike,2A,,Emotion,Fear,Fighter,Mental,,,,,,,,,,,,,,,other,,,"Your blow not only wounds creatures but also shatters their confidence. Make a melee Strike. If you hit and deal damage, the target is frightened 1, or frightened 2 on a critical hit.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lunge,1A,,Fighter,,,,,,,You are wielding a melee weapon.,,,,,,,,,,,other,,,"Extending your body to its limits, you attack an enemy that would normally be beyond your reach. Make a Strike with a melee weapon, increasing your reach by 5 feet for that Strike. If the weapon has the disarm, shove, or trip trait, you can use the corresponding action instead of a Strike.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Double Shot,2A,,Fighter,Flourish,,,,,,You are wielding a ranged weapon with reload 0.,,,,,,,,,,,other,,,"You shoot twice in blindingly fast succession. Make two Strikes, each against a separate target and with a -2 penalty. Both attacks count toward your multiple attack penalty, but the penalty doesn't increase until after you've made both of them.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dual-Handed Assault,1A,,Fighter,Flourish,,,,,,You are wielding a one-handed melee weapon and have a free hand.,,,,,,,,,,,other,,,"You snap your free hand over to grip your weapon just long enough to add momentum and deliver a more powerful blow to your opponent. Make a Strike with the required weapon. You quickly switch your grip during the Strike in order to make the attack with two hands. If the weapon doesn't normally have the two-hand trait, increase its weapon damage die by one step for this attack. (Rules on increasing die size appear on page 279.) If the weapon has the two-hand trait, you gain the benefit of that trait and a circumstance bonus to damage equal to the weapon's number of damage dice. When the Strike is complete, you resume gripping the weapon with only one hand. This action doesn't end any stance or fighter feat effect that requires you to have one hand free.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Everstand Strike,1A,"If the Strike hits and deals damage, you also Raise your Shield.",Uncommon,Champion,Fighter,Press,,,,You are wielding a shield in two hands.,,,,,,,,,,,other,,,"Your follow-up blow leaves you an opening to set your shield. Make a Strike with the wielded shield. If the Strike hits and deals damage, you also Raise your Shield.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Knockdown,2A,,Fighter,Flourish,,,,,,,,,,,,,,,,,other,,Athletics,"You make an attack to knock a foe off balance, then follow up immediately with a sweep to topple them. Make a melee Strike. If it hits and deals damage, you can attempt an Athletics check to Trip the creature you hit. If you're wielding a two-handed melee weapon, you can ignore Trip's requirement that you have a hand free. Both attacks count toward your multiple attack penalty, but the penalty doesn't increase until after you've made both of them.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quick Reversal,1A,,Fighter,Flourish,Press,,,,,You are flanked by at least two enemies.,,,,,,,,,,,other,,,You turn your foes' flanking against them with a quick reverse. Make a melee Strike against one of the flanking enemies and make a second Strike with the same weapon or unarmed attack against a different enemy that is flanking you. This second Strike has the same multiple attack penalty of the initial attack and doesn't count toward your multiple attack penalty.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swipe,2A,,Barbarian,Fighter,Flourish,,,,,,,,,,,,,,,,other,,,"You make a wide, arcing swing. Make a single melee Strike and compare the attack roll result to the ACs of up to two foes, each of whom must be within your melee reach and adjacent to the other. Roll damage only once and apply it to each creature you hit. A Swipe counts as two attacks for your multiple attack penalty. If you're using a weapon with the sweep trait, its modifier applies to all your Swipe attacks.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twin Parry,1A,,Fighter,Ranger,,,,,,"You are wielding two melee weapons, one in each hand.",,,,,,,,,,,self,,,"You use your two weapons to parry attacks. You gain a +1 circumstance bonus to AC until the start of your next turn, or a +2 circumstance bonus if either weapon has the parry trait. You lose this circumstance bonus if you no longer meet this feat's requirement.",,,,,,,,,,,,10,,Twin Parry,Twin Parry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advantageous Assault,1A,,Fighter,Press,,,,,,,,,,,,,,,,,self,,,"When an enemy's movement is compromised, you deliver a more deadly blow. Make a Strike against a creature that is grabbed, prone, or restrained. You gain a circumstance bonus to damage on this Strike equal to the number of weapon damage dice, or that number + 2 if you're wielding the weapon in two hands. The Strike gains the following failure effect.",,,,"You deal damage to the target equal to the number of weapon damage dice, or that number + 2 if you're wielding the weapon in two hands. This damage has the same damage type as the weapon.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disarming Stance,1A,,Fighter,Stance,,,,,,You are wielding only a single one-handed melee weapon and have your other hand or hands free.,,TRUE,,,,,,,,,self,,,"You adopt a fencing stance that improves your control over your weapon. While you are in this stance, you gain a +1 circumstance bonus to Athletics checks to Disarm and a +2 circumstance bonus to your Reflex DC when defending against checks to Disarm you. In addition, you can attempt to Disarm creatures up to two sizes larger than you.",,,,,,,,,,,,-1,,Disarming Stance,Disarming Stance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guardian's Deflection,Reaction,,Fighter,,,,,,,You are wielding a single one-handed melee weapon and have your other hand or hands free.,"An ally within your melee reach is hit by an attack, you can see the attacker, and the ally gaining a +2 circumstance bonus to AC would turn the critical hit into a hit or the hit into a miss.",,,,,,,,,,ally,TRUE,,"You use your weapon to deflect the attack against your ally, granting a +2 circumstance bonus to their Armor Class against the triggering attack. This turns the triggering critical hit into a hit, or the triggering hit into a miss.",,,,,,,,,,,,1,,Guardian's Deflection (Originator),Guardian's Deflection,caster,,,,,,,1,Guardian's Deflection,Guardian's Deflection,target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revealing Stab,2A,,Fighter,,,,,,,You are wielding a melee weapon that deals piercing damage.,,,,,,,,,,,other,,,"You drive your piercing weapon into an imperceptible foe, revealing its location to your allies. Make a Strike with the required melee weapon. You don't have to attempt a flat check to hit a concealed creature, and you have to succeed at only a DC 5 flat check to target a hidden creature. If you hit and deal damage, you can drive the required weapon into a corporeal target, revealing its current position. You Release the weapon, and it becomes lodged in the target. If the target is concealed, other creatures don't need to succeed at a flat check to hit it. If the target is hidden, other creatures have to succeed at only a DC 5 flat check to target it. The creatures need to be able to see your weapon to gain any of these benefits, and the target can't become undetected to anyone who sees your weapon. If the target is invisible, the weapon remains visible while lodged in it.

This benefit lasts until the weapon is removed from the creature. An adjacent creature or the target can remove the weapon with 2 Interact actions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shatter Defenses,1A,,Fighter,Press,,,,,,A frightened creature is in your melee reach.,,,,,,,,,,,other,,,"Your offense exploits your enemy's fear. Make a melee Strike against a frightened creature. If you hit and deal damage, the target becomes flat-footed until its frightened condition ends. If the target was already flat-footed to you when you damaged it with this Strike, it can't reduce its frightened value below 1 until the start of your next turn.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dueling Riposte,Reaction,,Fighter,,,,,,,You are benefiting from Dueling Parry.,A creature within your reach critically fails a Strike against you.,,,,,,,,,,other,,,You riposte against your flailing enemy. Make a melee Strike against or attempt to Disarm the triggering creature.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Felling Strike,2A,,Fighter,,,,,,,,,,,,,,,,,,other,,,"Your attack can ground an airborne foe. Make a Strike. If it hits and deals damage to a flying target, the target falls up to 120 feet. The fall is gradual enough that if it causes the target to hit the ground, the target takes no damage from the fall. If the attack is a critical hit, the target can't Fly, Leap, levitate, or otherwise leave the ground until the end of your next turn.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Impassable Wall Stance,1A,,Uncommon,Champion,Fighter,,,,,,,TRUE,,,,,,,,,self,,,"You refuse to let foes past your guard. As long as you are in this stance, when you critically hit with an Attack of Opportunity triggered by a move action, you disrupt that move action.",,,,,,,,,,,,-1,,Impassable Wall Stance,Impassable Wall Stance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incredible Aim,2A,,Concentrate,Fighter,,,,,,,,,,,,,,,,,self,,,"By spending a moment to focus, you can ensure your attack strikes true. Make a ranged weapon Strike. On this Strike, you gain a +2 circumstance bonus to the attack roll and ignore the target's concealed condition.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Shot Stance,1A,,Fighter,Stance,,,,,,,,TRUE,,,,,,,,,self,,,"Your shots become nimble and deadly. While you're in this stance, your ranged Strikes don't trigger Attacks of Opportunity or other reactions that are triggered by a ranged attack. If you have Attack of Opportunity, you can use it with a loaded ranged weapon you're wielding. The triggering creature must be within 5 feet of you for you to do so.",,,,,,,,,,,,-1,,Mobile Shot Stance,Mobile Shot Stance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positioning Assault,2A,,Fighter,Flourish,,,,,,You are wielding a two-handed melee weapon and your target is within your reach.,,,,,,,,,,,other,,,"With punishing blows, you force your opponent into position. Make a Strike with the required weapon. If you hit, you move the target 5 feet into a space in your reach. This follows the forced movement rules.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudden Leap,2A,,Barbarian,Fighter,,,,,,,,,,,,,,,,,other,,,"You make an impressive leap and swing while you soar. Make a Leap, High Jump, or Long Jump and attempt one melee Strike at any point during your jump. Immediately after the Strike, you fall to the ground if you're in the air, even if you haven't reached the maximum distance of your jump. If the distance you fall is no more than the height of your jump, you take no damage and land upright.

When attempting a High Jump or Long Jump during a Sudden Leap, determine the DC using the Long Jump DCs, and increase your maximum distance to double your Speed.","If you have Felling Strike, you can spend 3 actions to make a Sudden Leap and use Felling Strike instead of a normal Strike.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Certain Strike,1A,,Fighter,Press,,,,,,,,,,,,,,,,,other,,,"Even when you don't hit squarely, you can still score a glancing blow. Make a melee Strike. It gains the following failure effect.",,,,"Your attack deals any damage it would have dealt on a hit, excluding all damage dice. (This removes damage dice from weapon runes, spells, and special abilities, in addition to weapon damage dice.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Debilitating Shot,2A,,Fighter,Flourish,,,,,,,,,,,,,,,,,other,,,"Aiming for a weak point, you impede your foe with a precise shot. Make a ranged weapon Strike. If it hits and deals damage, the target is slowed 1 until the end of its next turn.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disarming Twist,1A,,Fighter,Press,,,,,,You are wielding only a single one-handed melee weapon and have your other hand or hands free.,,,,,,,,,,,other,,,"After your initial attack redirects your foe's defenses, your follow-up wrests their weapon from their grasp. Make a melee Strike with the required weapon. In addition to its other effects, this Strike gains the success and critical success effects of the Disarm action. The Strike also has the following failure effect.",,,,The target is flat-footed until the end of your current turn.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disruptive Stance,1A,,Fighter,Stance,,,,,,,,TRUE,,,,,,,,,self,,,"The slightest distraction can provoke your wrath, and you're prepared to foil enemies' actions. As long as you are in this stance, you can use Attack of Opportunity when a creature within your reach uses a concentrate action, in addition to manipulate and move actions. Furthermore, you disrupt a triggering concentrate or manipulate action if your Strike hits (not only if it's a critical hit).",,,,,,,,,,,,-1,,Disruptive Stance,Disruptive Stance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mirror Shield,Reaction,,Fighter,,,,,,,You have a shield raised.,An opponent casting a spell that targets you critically fails a spell attack roll against your AC.,,,,,,,,,,other,,,"You reflect the spell back against the triggering opponent. Make a ranged attack against the triggering creature using your highest proficiency with a ranged weapon. If you can cast spells, you can make a spell attack roll instead. If you succeed, your opponent takes the effects of a successful spell attack roll for their own spell (or the effects of a critical success if your attack roll was a critical success).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twin Riposte,Reaction,,Fighter,Ranger,,,,,,You are benefiting from Twin Parry.,A creature within your reach critically fails a Strike against you.,,,,,,,,,,other,,,A clever parry with one weapon leaves your opponent open to an attack with the other weapon. Make a melee Strike or use a Disarm action against the triggering opponent.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brutal Finish,1A,,Fighter,Press,,,,,,You are wielding a melee weapon in two hands.,,,,,,,,,,,other,,,"Your final blow can make an impact even if it rebounds off a foe's defenses. Make a Strike with the required weapon. After the Strike, your turn ends. The Strike deals one extra weapon damage die, or two extra weapon damage dice if you're at least 18th level. The Strike also gains the following failure effect.",,,,You deal damage equal to one weapon damage die of the required weapon. Increase this to two dice if you're at least 18th level.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
